Position,M_D_YYYY,TIME[HH:mm:ss],CO2[ppm],Temp[C],RH[%]
1,8/2/2022,15:15:05,1025,22.6,53.8
2,8/2/2022,15:15:10,1025,22.6,53.8
3,8/2/2022,15:15:15,1020,22.6,53.8
4,8/2/2022,15:15:20,1020,22.6,53.8
5,8/2/2022,15:15:25,1015,22.6,53.7
6,8/2/2022,15:15:30,1015,22.6,53.7
7,8/2/2022,15:15:35,1015,22.6,53.7
8,8/2/2022,15:15:40,1015,22.6,53.7
9,8/2/2022,15:15:45,1020,22.6,53.7
10,8/2/2022,15:15:50,1035,22.6,53.7
11,8/2/2022,15:15:55,1055,22.6,53.7
12,8/2/2022,15:16:00,1050,22.6,53.7
13,8/2/2022,15:16:05,1045,22.6,53.7
14,8/2/2022,15:16:10,1040,22.6,53.7
15,8/2/2022,15:16:15,1040,22.6,53.7
16,8/2/2022,15:16:20,1040,22.6,53.7
17,8/2/2022,15:16:25,1040,22.6,53.7
18,8/2/2022,15:16:30,1035,22.6,53.7
19,8/2/2022,15:16:35,1035,22.6,53.7
20,8/2/2022,15:16:40,1035,22.6,53.7
21,8/2/2022,15:16:45,1035,22.6,53.7
22,8/2/2022,15:16:50,1035,22.6,53.7
23,8/2/2022,15:16:55,1035,22.6,53.7
24,8/2/2022,15:17:00,1030,22.6,53.6
25,8/2/2022,15:17:05,1035,22.6,53.6
26,8/2/2022,15:17:10,1035,22.6,53.6
27,8/2/2022,15:17:15,1030,22.6,53.6
28,8/2/2022,15:17:20,1030,22.6,53.6
29,8/2/2022,15:17:25,1025,22.6,53.6
30,8/2/2022,15:17:30,1025,22.6,53.6
31,8/2/2022,15:17:35,1025,22.6,53.6
32,8/2/2022,15:17:40,1025,22.6,53.6
33,8/2/2022,15:17:45,1025,22.6,53.6
34,8/2/2022,15:17:50,1025,22.6,53.6
35,8/2/2022,15:17:55,1025,22.6,53.6
36,8/2/2022,15:18:00,1025,22.6,53.6
37,8/2/2022,15:18:05,1025,22.6,53.6
38,8/2/2022,15:18:10,1025,22.6,53.6
39,8/2/2022,15:18:15,1020,22.6,53.6
40,8/2/2022,15:18:20,1020,22.6,53.6
41,8/2/2022,15:18:25,1020,22.6,53.6
42,8/2/2022,15:18:30,1020,22.6,53.6
43,8/2/2022,15:18:35,1020,22.6,53.6
44,8/2/2022,15:18:40,1020,22.6,53.6
45,8/2/2022,15:18:45,1020,22.6,53.6
46,8/2/2022,15:18:50,1020,22.6,53.6
47,8/2/2022,15:18:55,1020,22.6,53.6
48,8/2/2022,15:19:00,1020,22.5,53.6
49,8/2/2022,15:19:05,1020,22.6,53.6
50,8/2/2022,15:19:10,1020,22.6,53.6
51,8/2/2022,15:19:15,1020,22.5,53.6
52,8/2/2022,15:19:20,1025,22.5,53.6
53,8/2/2022,15:19:25,1025,22.5,53.6
54,8/2/2022,15:19:30,1030,22.5,53.6
55,8/2/2022,15:19:35,1035,22.5,53.6
56,8/2/2022,15:19:40,1035,22.5,53.6
57,8/2/2022,15:19:45,1035,22.5,53.6
58,8/2/2022,15:19:50,1035,22.5,53.6
59,8/2/2022,15:19:55,1035,22.5,53.6
60,8/2/2022,15:20:00,1035,22.5,53.6
61,8/2/2022,15:20:05,1035,22.5,53.6
62,8/2/2022,15:20:10,1035,22.5,53.6
63,8/2/2022,15:20:15,1030,22.5,53.6
64,8/2/2022,15:20:20,1030,22.5,53.6
65,8/2/2022,15:20:25,1030,22.5,53.6
66,8/2/2022,15:20:30,1030,22.5,53.6
67,8/2/2022,15:20:35,1030,22.5,53.6
68,8/2/2022,15:20:40,1030,22.5,53.6
69,8/2/2022,15:20:45,1030,22.5,53.6
70,8/2/2022,15:20:50,1030,22.5,53.6
71,8/2/2022,15:20:55,1030,22.5,53.6
72,8/2/2022,15:21:00,1060,22.5,53.6
73,8/2/2022,15:21:05,1055,22.5,53.6
74,8/2/2022,15:21:10,1055,22.5,53.6
75,8/2/2022,15:21:15,1050,22.5,53.6
76,8/2/2022,15:21:20,1050,22.5,53.6
77,8/2/2022,15:21:25,1050,22.5,53.6
78,8/2/2022,15:21:30,1050,22.5,53.6
79,8/2/2022,15:21:35,1050,22.5,53.6
80,8/2/2022,15:21:40,1050,22.4,53.6
81,8/2/2022,15:21:45,1050,22.4,53.6
82,8/2/2022,15:21:50,1045,22.4,53.6
83,8/2/2022,15:21:55,1045,22.4,53.6
84,8/2/2022,15:22:00,1035,22.5,53.6
85,8/2/2022,15:22:05,1035,22.4,53.6
86,8/2/2022,15:22:10,1035,22.4,53.6
87,8/2/2022,15:22:15,1035,22.4,53.6
88,8/2/2022,15:22:20,1035,22.4,53.6
89,8/2/2022,15:22:25,1035,22.4,53.6
90,8/2/2022,15:22:30,1035,22.4,53.6
91,8/2/2022,15:22:35,1035,22.4,53.7
92,8/2/2022,15:22:40,1035,22.4,53.7
93,8/2/2022,15:22:45,1035,22.4,53.7
94,8/2/2022,15:22:50,1035,22.4,53.6
95,8/2/2022,15:22:55,1035,22.4,53.7
96,8/2/2022,15:23:00,1035,22.4,53.7
97,8/2/2022,15:23:05,1030,22.4,53.7
98,8/2/2022,15:23:10,1030,22.4,53.7
99,8/2/2022,15:23:15,1035,22.4,53.7
100,8/2/2022,15:23:20,1035,22.4,53.7
101,8/2/2022,15:23:25,1035,22.4,53.7
102,8/2/2022,15:23:30,1040,22.4,53.7
103,8/2/2022,15:23:35,1040,22.4,53.7
104,8/2/2022,15:23:40,1040,22.4,53.7
105,8/2/2022,15:23:45,1040,22.3,53.7
106,8/2/2022,15:23:50,1040,22.3,53.7
107,8/2/2022,15:23:55,1040,22.3,53.7
108,8/2/2022,15:24:00,1040,22.3,53.7
109,8/2/2022,15:24:05,1040,22.3,53.7
110,8/2/2022,15:24:10,1040,22.3,53.7
111,8/2/2022,15:24:15,1040,22.3,53.7
112,8/2/2022,15:24:20,1045,22.3,53.7
113,8/2/2022,15:24:25,1045,22.3,53.7
114,8/2/2022,15:24:30,1045,22.3,53.7
115,8/2/2022,15:24:35,1045,22.3,53.7
116,8/2/2022,15:24:40,1045,22.3,53.7
117,8/2/2022,15:24:45,1045,22.3,53.7
118,8/2/2022,15:24:50,1045,22.3,53.7
119,8/2/2022,15:24:55,1045,22.3,53.7
120,8/2/2022,15:25:00,1045,22.3,53.7
121,8/2/2022,15:25:05,1045,22.3,53.8
122,8/2/2022,15:25:10,1045,22.3,53.8
123,8/2/2022,15:25:15,1050,22.3,53.8
124,8/2/2022,15:25:20,1050,22.3,53.8
125,8/2/2022,15:25:25,1050,22.3,53.8
126,8/2/2022,15:25:30,1050,22.3,53.8
127,8/2/2022,15:25:35,1055,22.3,53.8
128,8/2/2022,15:25:40,1055,22.3,53.8
129,8/2/2022,15:25:45,1065,22.2,53.8
130,8/2/2022,15:25:50,1065,22.2,53.8
131,8/2/2022,15:25:55,1065,22.3,53.8
132,8/2/2022,15:26:00,1060,22.2,53.8
133,8/2/2022,15:26:05,1060,22.2,53.8
134,8/2/2022,15:26:10,1060,22.2,53.8
135,8/2/2022,15:26:15,1060,22.2,53.8
136,8/2/2022,15:26:20,1060,22.2,53.8
137,8/2/2022,15:26:25,1060,22.2,53.8
138,8/2/2022,15:26:30,1055,22.2,53.8
139,8/2/2022,15:26:35,1055,22.2,53.8
140,8/2/2022,15:26:40,1055,22.2,53.8
141,8/2/2022,15:26:45,1060,22.2,53.8
142,8/2/2022,15:26:50,1060,22.2,53.8
143,8/2/2022,15:26:55,1060,22.2,53.8
144,8/2/2022,15:27:00,1060,22.2,53.8
145,8/2/2022,15:27:05,1060,22.2,53.8
146,8/2/2022,15:27:10,1060,22.2,53.8
147,8/2/2022,15:27:15,1060,22.2,53.9
148,8/2/2022,15:27:20,1060,22.2,53.9
149,8/2/2022,15:27:25,1055,22.2,53.9
150,8/2/2022,15:27:30,1055,22.2,53.9
151,8/2/2022,15:27:35,1060,22.2,53.9
152,8/2/2022,15:27:40,1060,22.2,53.9
153,8/2/2022,15:27:45,1060,22.2,53.9
154,8/2/2022,15:27:50,1060,22.2,53.9
155,8/2/2022,15:27:55,1065,22.2,53.9
156,8/2/2022,15:28:00,1080,22.2,53.9
157,8/2/2022,15:28:05,1075,22.2,53.9
158,8/2/2022,15:28:10,1075,22.1,53.9
159,8/2/2022,15:28:15,1075,22.1,53.9
160,8/2/2022,15:28:20,1075,22.1,53.9
161,8/2/2022,15:28:25,1080,22.1,53.9
162,8/2/2022,15:28:30,1080,22.1,53.9
163,8/2/2022,15:28:35,1080,22.1,53.9
164,8/2/2022,15:28:40,1085,22.1,53.9
165,8/2/2022,15:28:45,1080,22.1,53.9
166,8/2/2022,15:28:50,1080,22.1,53.9
167,8/2/2022,15:28:55,1080,22.1,53.9
168,8/2/2022,15:29:00,1080,22.1,53.9
169,8/2/2022,15:29:05,1080,22.1,53.9
170,8/2/2022,15:29:10,1080,22.1,53.9
171,8/2/2022,15:29:15,1080,22.1,53.9
172,8/2/2022,15:29:20,1075,22.1,53.9
173,8/2/2022,15:29:25,1075,22.1,53.9
174,8/2/2022,15:29:30,1070,22.1,53.9
175,8/2/2022,15:29:35,1070,22.1,54.0
176,8/2/2022,15:29:40,1065,22.1,54.0
177,8/2/2022,15:29:45,1065,22.1,54.0
178,8/2/2022,15:29:50,1065,22.1,54.0
179,8/2/2022,15:29:55,1065,22.1,54.0
180,8/2/2022,15:30:00,1065,22.1,54.0
181,8/2/2022,15:30:05,1070,22.1,54.0
182,8/2/2022,15:30:10,1070,22.1,54.0
183,8/2/2022,15:30:15,1070,22.1,54.0
184,8/2/2022,15:30:20,1070,22.1,54.0
185,8/2/2022,15:30:25,1070,22.1,54.0
186,8/2/2022,15:30:30,1075,22.1,54.0
187,8/2/2022,15:30:35,1120,22.0,54.0
188,8/2/2022,15:30:40,1105,22.0,54.0
189,8/2/2022,15:30:45,1095,22.0,54.0
190,8/2/2022,15:30:50,1090,22.0,54.0
191,8/2/2022,15:30:55,1090,22.0,54.0
192,8/2/2022,15:31:00,1090,22.0,54.0
193,8/2/2022,15:31:05,1090,22.0,54.0
194,8/2/2022,15:31:10,1090,22.0,54.0
195,8/2/2022,15:31:15,1090,22.0,54.0
196,8/2/2022,15:31:20,1090,22.0,54.0
197,8/2/2022,15:31:25,1090,22.0,54.0
198,8/2/2022,15:31:30,1090,22.0,54.0
199,8/2/2022,15:31:35,1090,22.0,54.0
200,8/2/2022,15:31:40,1090,22.0,54.0
201,8/2/2022,15:31:45,1085,22.0,54.0
202,8/2/2022,15:31:50,1085,22.0,54.0
203,8/2/2022,15:31:55,1085,22.0,54.0
204,8/2/2022,15:32:00,1080,22.0,54.0
205,8/2/2022,15:32:05,1080,22.0,54.0
206,8/2/2022,15:32:10,1080,22.0,54.0
207,8/2/2022,15:32:15,1075,22.0,54.0
208,8/2/2022,15:32:20,1075,22.0,54.0
209,8/2/2022,15:32:25,1075,22.0,54.1
210,8/2/2022,15:32:30,1070,22.0,54.1
211,8/2/2022,15:32:35,1070,22.0,54.1
212,8/2/2022,15:32:40,1070,22.0,54.1
213,8/2/2022,15:32:45,1070,22.0,54.1
214,8/2/2022,15:32:50,1070,22.0,54.1
215,8/2/2022,15:32:55,1070,21.9,54.1
216,8/2/2022,15:33:00,1070,21.9,54.1
217,8/2/2022,15:33:05,1070,21.9,54.1
218,8/2/2022,15:33:10,1070,21.9,54.1
219,8/2/2022,15:33:15,1075,21.9,54.1
220,8/2/2022,15:33:20,1075,21.9,54.1
221,8/2/2022,15:33:25,1095,21.9,54.1
222,8/2/2022,15:33:30,1100,21.9,54.1
223,8/2/2022,15:33:35,1135,21.9,54.1
224,8/2/2022,15:33:40,1130,21.9,54.1
225,8/2/2022,15:33:45,1125,21.9,54.1
226,8/2/2022,15:33:50,1120,21.9,54.1
227,8/2/2022,15:33:55,1120,21.9,54.1
228,8/2/2022,15:34:00,1115,21.9,54.1
229,8/2/2022,15:34:05,1115,21.9,54.1
230,8/2/2022,15:34:10,1110,21.9,54.1
231,8/2/2022,15:34:15,1105,21.9,54.1
232,8/2/2022,15:34:20,1100,21.9,54.1
233,8/2/2022,15:34:25,1100,21.9,54.1
234,8/2/2022,15:34:30,1100,21.9,54.1
235,8/2/2022,15:34:35,1100,21.9,54.1
236,8/2/2022,15:34:40,1095,21.9,54.1
237,8/2/2022,15:34:45,1095,21.9,54.1
238,8/2/2022,15:34:50,1095,21.9,54.1
239,8/2/2022,15:34:55,1090,21.9,54.1
240,8/2/2022,15:35:00,1090,21.9,54.1
241,8/2/2022,15:35:05,1085,21.9,54.1
242,8/2/2022,15:35:10,1085,21.9,54.1
243,8/2/2022,15:35:15,1085,21.9,54.2
244,8/2/2022,15:35:20,1085,21.9,54.2
245,8/2/2022,15:35:25,1085,21.9,54.2
246,8/2/2022,15:35:30,1085,21.8,54.2
247,8/2/2022,15:35:35,1085,21.8,54.2
248,8/2/2022,15:35:40,1085,21.8,54.2
249,8/2/2022,15:35:45,1085,21.8,54.2
250,8/2/2022,15:35:50,1085,21.8,54.2
251,8/2/2022,15:35:55,1085,21.8,54.2
252,8/2/2022,15:36:00,1085,21.8,54.2
253,8/2/2022,15:36:05,1090,21.8,54.2
254,8/2/2022,15:36:10,1090,21.8,54.2
255,8/2/2022,15:36:15,1095,21.8,54.2
256,8/2/2022,15:36:20,1095,21.8,54.2
257,8/2/2022,15:36:25,1095,21.8,54.2
258,8/2/2022,15:36:30,1095,21.8,54.2
259,8/2/2022,15:36:35,1095,21.8,54.2
260,8/2/2022,15:36:40,1095,21.8,54.2
261,8/2/2022,15:36:45,1095,21.8,54.2
262,8/2/2022,15:36:50,1095,21.8,54.2
263,8/2/2022,15:36:55,1095,21.8,54.2
264,8/2/2022,15:37:00,1095,21.8,54.2
265,8/2/2022,15:37:05,1095,21.8,54.2
266,8/2/2022,15:37:10,1095,21.8,54.2
267,8/2/2022,15:37:15,1095,21.8,54.2
268,8/2/2022,15:37:20,1095,21.8,54.3
269,8/2/2022,15:37:25,1095,21.8,54.3
270,8/2/2022,15:37:30,1095,21.8,54.3
271,8/2/2022,15:37:35,1095,21.8,54.3
272,8/2/2022,15:37:40,1100,21.8,54.3
273,8/2/2022,15:37:45,1100,21.8,54.3
274,8/2/2022,15:37:50,1100,21.8,54.3
275,8/2/2022,15:37:55,1100,21.8,54.3
276,8/2/2022,15:38:00,1105,21.7,54.3
277,8/2/2022,15:38:05,1105,21.7,54.3
278,8/2/2022,15:38:10,1110,21.8,54.3
279,8/2/2022,15:38:15,1110,21.8,54.3
280,8/2/2022,15:38:20,1115,21.7,54.3
281,8/2/2022,15:38:25,1115,21.7,54.3
282,8/2/2022,15:38:30,1115,21.7,54.3
283,8/2/2022,15:38:35,1115,21.7,54.3
284,8/2/2022,15:38:40,1120,21.7,54.3
285,8/2/2022,15:38:45,1120,21.7,54.3
286,8/2/2022,15:38:50,1115,21.7,54.3
287,8/2/2022,15:38:55,1115,21.7,54.3
288,8/2/2022,15:39:00,1110,21.7,54.3
289,8/2/2022,15:39:05,1115,21.7,54.3
290,8/2/2022,15:39:10,1115,21.7,54.3
291,8/2/2022,15:39:15,1120,21.7,54.3
292,8/2/2022,15:39:20,1120,21.7,54.3
293,8/2/2022,15:39:25,1120,21.7,54.3
294,8/2/2022,15:39:30,1115,21.7,54.3
295,8/2/2022,15:39:35,1115,21.7,54.3
296,8/2/2022,15:39:40,1115,21.7,54.3
297,8/2/2022,15:39:45,1115,21.7,54.3
298,8/2/2022,15:39:50,1115,21.7,54.3
299,8/2/2022,15:39:55,1115,21.7,54.4
300,8/2/2022,15:40:00,1115,21.7,54.4
301,8/2/2022,15:40:05,1115,21.7,54.4
302,8/2/2022,15:40:10,1115,21.7,54.4
303,8/2/2022,15:40:15,1115,21.7,54.4
304,8/2/2022,15:40:20,1120,21.7,54.4
305,8/2/2022,15:40:25,1120,21.7,54.4
306,8/2/2022,15:40:30,1120,21.7,54.4
307,8/2/2022,15:40:35,1120,21.7,54.4
308,8/2/2022,15:40:40,1125,21.7,54.4
309,8/2/2022,15:40:45,1125,21.7,54.4
310,8/2/2022,15:40:50,1125,21.7,54.4
311,8/2/2022,15:40:55,1130,21.6,54.4
312,8/2/2022,15:41:00,1130,21.6,54.4
313,8/2/2022,15:41:05,1130,21.6,54.4
314,8/2/2022,15:41:10,1130,21.6,54.4
315,8/2/2022,15:41:15,1130,21.6,54.4
316,8/2/2022,15:41:20,1130,21.6,54.4
317,8/2/2022,15:41:25,1130,21.6,54.4
318,8/2/2022,15:41:30,1130,21.6,54.4
319,8/2/2022,15:41:35,1130,21.6,54.4
320,8/2/2022,15:41:40,1130,21.6,54.4
321,8/2/2022,15:41:45,1130,21.6,54.4
322,8/2/2022,15:41:50,1130,21.6,54.4
323,8/2/2022,15:41:55,1130,21.6,54.4
324,8/2/2022,15:42:00,1135,21.6,54.4
325,8/2/2022,15:42:05,1135,21.6,54.4
326,8/2/2022,15:42:10,1135,21.6,54.4
327,8/2/2022,15:42:15,1135,21.6,54.4
328,8/2/2022,15:42:20,1135,21.6,54.4
329,8/2/2022,15:42:25,1135,21.6,54.4
330,8/2/2022,15:42:30,1135,21.6,54.5
331,8/2/2022,15:42:35,1135,21.6,54.4
332,8/2/2022,15:42:40,1135,21.6,54.5
333,8/2/2022,15:42:45,1135,21.6,54.5
334,8/2/2022,15:42:50,1135,21.6,54.5
335,8/2/2022,15:42:55,1140,21.6,54.5
336,8/2/2022,15:43:00,1140,21.6,54.5
337,8/2/2022,15:43:05,1135,21.6,54.5
338,8/2/2022,15:43:10,1140,21.6,54.5
339,8/2/2022,15:43:15,1140,21.6,54.5
340,8/2/2022,15:43:20,1140,21.6,54.5
341,8/2/2022,15:43:25,1145,21.6,54.5
342,8/2/2022,15:43:30,1145,21.6,54.5
343,8/2/2022,15:43:35,1150,21.6,54.5
344,8/2/2022,15:43:40,1150,21.6,54.5
345,8/2/2022,15:43:45,1150,21.6,54.5
346,8/2/2022,15:43:50,1150,21.6,54.5
347,8/2/2022,15:43:55,1150,21.6,54.5
348,8/2/2022,15:44:00,1155,21.6,54.5
349,8/2/2022,15:44:05,1155,21.6,54.5
350,8/2/2022,15:44:10,1155,21.6,54.5
351,8/2/2022,15:44:15,1155,21.6,54.5
352,8/2/2022,15:44:20,1160,21.5,54.5
353,8/2/2022,15:44:25,1160,21.5,54.5
354,8/2/2022,15:44:30,1160,21.6,54.5
355,8/2/2022,15:44:35,1160,21.5,54.5
356,8/2/2022,15:44:40,1160,21.5,54.5
357,8/2/2022,15:44:45,1160,21.5,54.5
358,8/2/2022,15:44:50,1160,21.5,54.5
359,8/2/2022,15:44:55,1160,21.5,54.5
360,8/2/2022,15:45:00,1160,21.5,54.5
361,8/2/2022,15:45:05,1160,21.5,54.5
362,8/2/2022,15:45:10,1160,21.5,54.5
363,8/2/2022,15:45:15,1160,21.5,54.5
364,8/2/2022,15:45:20,1160,21.5,54.5
365,8/2/2022,15:45:25,1160,21.5,54.5
366,8/2/2022,15:45:30,1160,21.5,54.5
367,8/2/2022,15:45:35,1160,21.5,54.5
368,8/2/2022,15:45:40,1165,21.5,54.5
369,8/2/2022,15:45:45,1165,21.5,54.5
370,8/2/2022,15:45:50,1165,21.5,54.5
371,8/2/2022,15:45:55,1165,21.5,54.5
372,8/2/2022,15:46:00,1165,21.5,54.5
373,8/2/2022,15:46:05,1165,21.5,54.5
374,8/2/2022,15:46:10,1170,21.5,54.5
375,8/2/2022,15:46:15,1170,21.5,54.5
376,8/2/2022,15:46:20,1170,21.5,54.5
377,8/2/2022,15:46:25,1170,21.5,54.5
378,8/2/2022,15:46:30,1170,21.5,54.6
379,8/2/2022,15:46:35,1170,21.5,54.6
380,8/2/2022,15:46:40,1170,21.5,54.6
381,8/2/2022,15:46:45,1170,21.5,54.6
382,8/2/2022,15:46:50,1170,21.5,54.6
383,8/2/2022,15:46:55,1170,21.5,54.6
384,8/2/2022,15:47:00,1170,21.5,54.6
385,8/2/2022,15:47:05,1170,21.5,54.6
386,8/2/2022,15:47:10,1170,21.5,54.6
387,8/2/2022,15:47:15,1170,21.5,54.6
388,8/2/2022,15:47:20,1175,21.5,54.6
389,8/2/2022,15:47:25,1175,21.5,54.6
390,8/2/2022,15:47:30,1175,21.5,54.6
391,8/2/2022,15:47:35,1175,21.5,54.6
392,8/2/2022,15:47:40,1175,21.4,54.6
