Position,M_D_YYYY,TIME[HH:mm:ss],CO2[ppm],Temp[C],RH[%]
1,3/25/2022,20:37:00,655,21.5,39.0
2,3/25/2022,20:37:05,653,21.5,39.0
3,3/25/2022,20:37:10,653,21.5,39.0
4,3/25/2022,20:37:15,652,21.4,39.1
5,3/25/2022,20:37:20,652,21.5,39.1
6,3/25/2022,20:37:25,652,21.5,39.1
7,3/25/2022,20:37:30,652,21.5,39.1
8,3/25/2022,20:37:35,652,21.5,39.1
9,3/25/2022,20:37:40,653,21.5,39.1
10,3/25/2022,20:37:45,653,21.5,39.1
11,3/25/2022,20:37:50,655,21.5,39.1
12,3/25/2022,20:37:55,657,21.5,39.1
13,3/25/2022,20:38:00,657,21.5,39.1
14,3/25/2022,20:38:05,658,21.5,39.1
15,3/25/2022,20:38:10,658,21.5,39.1
16,3/25/2022,20:38:15,658,21.5,39.1
17,3/25/2022,20:38:20,659,21.5,39.1
18,3/25/2022,20:38:25,659,21.5,39.1
19,3/25/2022,20:38:30,660,21.5,39.1
20,3/25/2022,20:38:35,661,21.6,39.1
21,3/25/2022,20:38:40,661,21.6,39.1
22,3/25/2022,20:38:45,662,21.6,39.1
23,3/25/2022,20:38:50,659,21.6,39.1
24,3/25/2022,20:38:55,660,21.6,39.1
25,3/25/2022,20:39:00,661,21.6,39.1
26,3/25/2022,20:39:05,663,21.6,39.1
27,3/25/2022,20:39:10,663,21.6,39.1
28,3/25/2022,20:39:15,664,21.6,39.1
29,3/25/2022,20:39:20,664,21.6,39.1
30,3/25/2022,20:39:25,666,21.7,39.1
31,3/25/2022,20:39:30,666,21.7,39.1
32,3/25/2022,20:39:35,666,21.7,39.1
33,3/25/2022,20:39:40,667,21.7,39.1
34,3/25/2022,20:39:45,668,21.7,39.1
35,3/25/2022,20:39:50,668,21.7,39.0
36,3/25/2022,20:39:55,669,21.8,39.0
37,3/25/2022,20:40:00,669,21.8,39.0
38,3/25/2022,20:40:05,669,21.8,39.0
39,3/25/2022,20:40:10,670,21.8,39.0
40,3/25/2022,20:40:15,669,21.8,39.0
41,3/25/2022,20:40:20,669,21.8,39.0
42,3/25/2022,20:40:25,670,21.9,38.9
43,3/25/2022,20:40:30,669,21.9,38.9
44,3/25/2022,20:40:35,669,21.9,38.9
45,3/25/2022,20:40:40,669,21.9,38.9
46,3/25/2022,20:40:45,668,21.9,38.9
47,3/25/2022,20:40:50,669,22.0,38.8
48,3/25/2022,20:40:55,669,22.0,38.8
49,3/25/2022,20:41:00,669,22.0,38.8
50,3/25/2022,20:41:05,669,22.0,38.8
51,3/25/2022,20:41:10,670,22.1,38.8
52,3/25/2022,20:41:15,670,22.1,38.7
53,3/25/2022,20:41:20,670,22.1,38.7
54,3/25/2022,20:41:25,670,22.1,38.7
55,3/25/2022,20:41:30,671,22.1,38.6
56,3/25/2022,20:41:35,671,22.2,38.6
57,3/25/2022,20:41:40,671,22.2,38.6
58,3/25/2022,20:41:45,670,22.2,38.5
59,3/25/2022,20:41:50,670,22.2,38.5
60,3/25/2022,20:41:55,670,22.2,38.5
61,3/25/2022,20:42:00,670,22.3,38.4
62,3/25/2022,20:42:05,670,22.3,38.4
63,3/25/2022,20:42:10,670,22.3,38.4
64,3/25/2022,20:42:15,670,22.3,38.3
65,3/25/2022,20:42:20,670,22.3,38.3
66,3/25/2022,20:42:25,671,22.4,38.3
67,3/25/2022,20:42:30,670,22.4,38.3
68,3/25/2022,20:42:35,671,22.4,38.2
69,3/25/2022,20:42:40,669,22.4,38.2
70,3/25/2022,20:42:45,668,22.4,38.2
71,3/25/2022,20:42:50,669,22.4,38.1
72,3/25/2022,20:42:55,669,22.5,38.1
73,3/25/2022,20:43:00,668,22.5,38.1
74,3/25/2022,20:43:05,668,22.5,38.0
75,3/25/2022,20:43:10,667,22.5,38.0
76,3/25/2022,20:43:15,666,22.5,38.0
77,3/25/2022,20:43:20,643,22.5,37.9
78,3/25/2022,20:43:25,643,22.6,37.9
79,3/25/2022,20:43:30,644,22.6,37.9
80,3/25/2022,20:43:35,644,22.6,37.8
81,3/25/2022,20:43:40,645,22.6,37.8
82,3/25/2022,20:43:45,646,22.6,37.8
83,3/25/2022,20:43:50,646,22.6,37.8
84,3/25/2022,20:43:55,648,22.6,37.7
85,3/25/2022,20:44:00,649,22.6,37.7
86,3/25/2022,20:44:05,652,22.6,37.7
87,3/25/2022,20:44:10,653,22.7,37.7
88,3/25/2022,20:44:15,653,22.7,37.6
89,3/25/2022,20:44:20,653,22.7,37.6
90,3/25/2022,20:44:25,653,22.7,37.6
91,3/25/2022,20:44:30,654,22.7,37.6
92,3/25/2022,20:44:35,654,22.7,37.5
93,3/25/2022,20:44:40,655,22.7,37.5
94,3/25/2022,20:44:45,657,22.7,37.5
95,3/25/2022,20:44:50,659,22.7,37.5
96,3/25/2022,20:44:55,661,22.8,37.5
97,3/25/2022,20:45:00,663,22.8,37.4
98,3/25/2022,20:45:05,665,22.8,37.4
99,3/25/2022,20:45:10,666,22.8,37.4
100,3/25/2022,20:45:15,668,22.8,37.4
101,3/25/2022,20:45:20,669,22.8,37.4
102,3/25/2022,20:45:25,669,22.8,37.4
103,3/25/2022,20:45:30,669,22.8,37.3
104,3/25/2022,20:45:35,670,22.8,37.3
